res,team,oteam,day,mon,yea,gs,ogs,sh,osho,st,ost,co,oco,fo,ofo,ye,oye,re,ore
2,39,41,26,11,2011,3,1,23,9,14,5,10,1,13,11,1,2,0,0
1,22,23,27,11,2011,1,1,17,7,9,3,8,5,11,13,1,4,0,1
1,23,22,27,11,2011,1,1,7,17,3,9,5,8,13,11,4,1,1,0
1,38,2,27,11,2011,0,0,6,9,2,4,4,6,9,17,3,4,0,0
1,2,38,27,11,2011,0,0,9,6,4,2,6,4,17,9,4,3,0,0
0,2,24,03,12,2011,0,1,7,11,3,5,5,5,4,11,0,0,0,0
2,24,2,03,12,2011,1,0,11,7,5,3,5,5,11,4,0,0,0,0
2,5,38,03,12,2011,4,2,14,10,9,5,3,4,12,13,1,1,0,1
0,38,5,03,12,2011,2,4,10,14,5,9,4,3,13,12,1,1,1,0
2,23,27,03,12,2011,5,1,21,5,16,2,12,4,8,7,0,1,0,0
0,27,23,03,12,2011,1,5,5,21,2,16,4,12,7,8,1,0,0,0
0,26,12,03,12,2011,0,3,16,21,9,13,6,5,7,6,2,3,0,0
2,12,26,03,12,2011,3,0,21,16,13,9,5,6,6,7,3,2,0,0
1,31,41,03,12,2011,1,1,14,15,4,10,3,5,7,9,0,3,0,0
1,41,31,03,12,2011,1,1,15,14,10,4,5,3,9,7,3,0,0,0
2,39,7,03,12,2011,3,0,25,13,16,9,7,6,10,5,0,2,0,1
0,7,39,03,12,2011,0,3,13,25,9,16,6,7,5,10,2,0,1,0
0,43,1,03,12,2011,0,4,7,16,4,10,4,5,8,12,3,2,0,0
2,1,43,03,12,2011,4,0,16,7,10,4,5,4,12,8,2,3,0,0
0,16,36,04,12,2011,0,1,11,7,4,4,10,6,14,13,0,1,0,0
2,36,16,04,12,2011,1,0,7,11,4,4,6,10,13,14,1,0,0,0
2,45,37,04,12,2011,2,1,15,18,10,12,8,3,10,12,2,3,0,0
0,37,45,04,12,2011,1,2,18,15,12,10,3,8,12,10,3,2,0,0
2,17,22,05,12,2011,1,0,19,17,13,9,2,10,12,9,3,1,0,1
0,22,17,05,12,2011,0,1,17,19,9,13,10,2,9,12,1,3,1,0
2,1,16,10,12,2011,1,0,12,7,7,1,7,4,7,14,2,2,0,0
0,16,1,10,12,2011,0,1,7,12,1,7,4,7,14,7,2,2,0,0
0,7,2,10,12,2011,1,2,17,17,12,11,6,10,10,7,1,2,0,0
2,2,7,10,12,2011,2,1,17,17,11,12,10,6,7,10,2,1,0,0
2,22,31,10,12,2011,1,0,21,6,15,2,17,5,12,5,2,0,0,0
0,31,22,10,12,2011,0,1,6,21,2,15,5,17,5,12,0,2,0,0
2,24,45,10,12,2011,4,1,22,11,18,8,8,2,7,8,1,0,0,0
0,45,24,10,12,2011,1,4,11,22,8,18,2,8,8,7,0,1,0,0
2,27,26,10,12,2011,4,2,13,11,11,8,7,2,9,8,3,2,0,1
0,26,27,10,12,2011,2,4,11,13,8,11,2,7,8,9,2,3,1,0
2,38,17,10,12,2011,2,0,16,12,8,7,6,5,8,7,1,1,0,0
0,17,38,10,12,2011,0,2,12,16,7,8,5,6,7,8,1,1,0,0
0,41,43,10,12,2011,1,2,13,7,8,4,13,2,9,7,1,1,0,0
2,43,41,10,12,2011,2,1,7,13,4,8,2,13,7,9,1,1,0,0
2,36,39,11,12,2011,2,1,10,15,7,12,7,12,8,7,2,2,0,1
0,39,36,11,12,2011,1,2,15,10,12,7,12,7,7,8,2,2,1,0
2,37,5,11,12,2011,2,1,22,3,12,2,9,0,11,7,2,2,0,0
0,5,37,11,12,2011,1,2,3,22,2,12,0,9,7,11,2,2,0,0
2,12,23,12,12,2011,2,1,13,7,7,4,5,1,11,18,4,2,0,1
0,23,12,12,12,2011,1,2,7,13,4,7,1,5,18,11,2,4,1,0
0,5,41,17,12,2011,1,2,17,13,14,6,3,7,7,10,1,1,0,0
2,41,5,17,12,2011,2,1,13,17,6,14,7,3,10,7,1,1,0,0
1,16,27,17,12,2011,1,1,28,7,15,1,13,0,9,12,1,1,0,0
1,27,16,17,12,2011,1,1,7,28,1,15,0,13,12,9,1,1,0,0
2,17,7,17,12,2011,2,0,16,14,9,6,8,4,6,11,1,3,0,0
0,7,17,17,12,2011,0,2,14,16,6,9,4,8,11,6,3,1,0,0
1,26,38,17,12,2011,0,0,17,3,6,0,9,1,11,11,1,1,0,0
1,38,26,17,12,2011,0,0,3,17,0,6,1,9,11,11,1,1,0,0
1,43,12,17,12,2011,1,1,15,10,7,5,7,5,8,6,0,0,0,0
1,12,43,17,12,2011,1,1,10,15,5,7,5,7,6,8,0,0,0,0
0,45,36,17,12,2011,1,2,10,8,5,4,7,5,8,11,2,4,0,0
2,36,45,17,12,2011,2,1,8,10,4,5,5,7,11,8,4,2,0,0
0,2,22,18,12,2011,0,2,16,19,8,12,4,10,5,14,1,2,0,0
2,22,2,18,12,2011,2,0,19,16,12,8,10,4,14,5,2,1,0,0
2,23,1,18,12,2011,1,0,15,12,9,8,4,6,13,10,2,3,0,0
0,1,23,18,12,2011,0,1,12,15,8,9,6,4,10,13,3,2,0,0
0,31,24,18,12,2011,0,2,11,19,3,12,5,10,5,7,1,2,0,0
2,24,31,18,12,2011,2,0,19,11,12,3,10,5,7,5,2,1,0,0
2,39,37,18,12,2011,1,0,16,8,12,4,6,0,6,8,1,2,0,0
0,37,39,18,12,2011,0,1,8,16,4,12,0,6,8,6,2,1,0,0
0,5,7,20,12,2011,1,2,17,8,7,5,5,9,10,7,3,0,0,0
2,7,5,20,12,2011,2,1,8,17,5,7,9,5,7,10,0,3,0,0
1,45,27,20,12,2011,2,2,18,18,9,14,4,6,5,11,2,2,0,0
1,27,45,20,12,2011,2,2,18,18,14,9,6,4,11,5,2,2,0,0
0,2,1,21,12,2011,1,2,10,8,4,6,7,15,10,8,2,3,1,0
2,1,2,21,12,2011,2,1,8,10,6,4,15,7,8,10,3,2,0,1
2,16,38,21,12,2011,1,0,13,4,6,4,9,2,8,13,1,2,0,0
0,38,16,21,12,2011,0,1,4,13,4,6,2,9,13,8,2,1,0,0
0,17,24,21,12,2011,0,5,13,14,8,12,3,10,7,8,1,0,0,0
2,24,17,21,12,2011,5,0,14,13,12,8,10,3,8,7,0,1,0,0
2,23,36,21,12,2011,3,0,20,2,16,0,5,2,7,5,2,1,0,0
0,36,23,21,12,2011,0,3,2,20,0,16,2,5,5,7,1,2,0,0
0,26,41,21,12,2011,2,3,21,14,11,8,10,1,9,10,1,0,0,0
2,41,26,21,12,2011,3,2,14,21,8,11,1,10,10,9,0,1,0,0
0,31,37,21,12,2011,2,3,17,17,9,13,8,11,10,11,2,2,0,0
2,37,31,21,12,2011,3,2,17,17,13,9,11,8,11,10,2,2,0,0
1,43,22,21,12,2011,0,0,15,18,10,10,7,14,16,12,1,2,0,0
1,22,43,21,12,2011,0,0,18,15,10,10,14,7,12,16,2,1,0,0
1,39,12,22,12,2011,1,1,16,20,10,10,7,4,14,8,2,2,0,0
1,12,39,22,12,2011,1,1,20,16,10,10,4,7,8,14,2,2,0,0
0,7,26,26,12,2011,0,2,4,12,3,7,4,4,9,11,1,1,0,0
2,26,7,26,12,2011,2,0,12,4,7,3,4,4,11,9,1,1,0,0
1,12,17,26,12,2011,1,1,24,9,15,6,9,3,10,12,1,1,0,0
1,17,12,26,12,2011,1,1,9,24,6,15,3,9,12,10,1,1,0,0
1,22,5,26,12,2011,1,1,28,5,13,2,9,2,5,15,1,0,0,0
1,5,22,26,12,2011,1,1,5,28,2,13,2,9,15,5,0,1,0,0
2,24,43,26,12,2011,5,0,17,9,9,5,10,2,12,10,2,1,0,1
0,43,24,26,12,2011,0,5,9,17,5,9,2,10,10,12,1,2,1,0
1,36,2,26,12,2011,0,0,7,10,2,4,7,7,13,10,3,0,0,0
1,2,36,26,12,2011,0,0,10,7,4,2,7,7,10,13,0,3,0,0
1,37,16,26,12,2011,1,1,12,9,8,3,5,6,6,14,0,1,0,0
1,16,37,26,12,2011,1,1,9,12,3,8,6,5,14,6,1,0,0,0
1,41,23,26,12,2011,0,0,7,18,3,9,5,9,8,8,0,1,0,0
1,23,41,26,12,2011,0,0,18,7,9,3,9,5,8,8,1,0,0,0
1,1,45,27,12,2011,1,1,23,6,17,4,13,3,3,12,2,3,0,1
1,45,1,27,12,2011,1,1,6,23,4,17,3,13,12,3,3,2,1,0
0,27,39,27,12,2011,0,2,8,19,4,8,3,10,7,6,1,1,0,0
2,39,27,27,12,2011,2,0,19,8,8,4,10,3,6,7,1,1,0,0
1,38,31,27,12,2011,1,1,7,12,4,7,5,11,9,12,1,3,0,0
1,31,38,27,12,2011,1,1,12,7,7,4,11,5,12,9,3,1,0,0
2,22,26,30,12,2011,3,1,15,5,7,2,7,0,7,11,0,2,0,0
0,26,22,30,12,2011,1,3,5,15,2,7,0,7,11,7,2,0,0,0
2,1,31,31,12,2011,1,0,16,6,7,3,12,4,11,13,2,2,0,0
0,31,1,31,12,2011,0,1,6,16,3,7,4,12,13,11,2,2,0,0
1,7,45,31,12,2011,1,1,13,8,9,5,3,6,11,8,0,0,0,0
1,45,7,31,12,2011,1,1,8,13,5,9,6,3,8,11,0,0,0,0
0,12,2,31,12,2011,1,3,16,12,5,9,9,2,7,13,1,1,0,0
2,2,12,31,12,2011,3,1,12,16,9,5,2,9,13,7,1,1,0,0
0,24,5,31,12,2011,2,3,26,10,13,5,17,3,8,10,2,2,0,0
2,5,24,31,12,2011,3,2,10,26,5,13,3,17,10,8,2,2,0,0
1,27,17,31,12,2011,1,1,18,11,9,6,4,3,9,6,0,0,0,0
1,17,27,31,12,2011,1,1,11,18,6,9,3,4,6,9,0,0,0,0
1,36,43,31,12,2011,2,2,12,10,3,6,8,5,14,5,2,3,0,1
1,43,36,31,12,2011,2,2,10,12,6,3,5,8,5,14,3,2,1,0
1,38,39,31,12,2011,1,1,14,12,8,7,10,5,8,4,1,2,0,0
1,39,38,31,12,2011,1,1,12,14,7,8,5,10,4,8,2,1,0,0
2,37,23,01,01,2012,1,0,8,25,5,11,1,10,7,6,1,1,0,0
0,23,37,01,01,2012,0,1,25,8,11,5,10,1,6,7,1,1,0,0
0,41,16,01,01,2012,0,1,10,13,2,8,2,7,10,8,0,2,0,0
2,16,41,01,01,2012,1,0,13,10,8,2,7,2,8,10,2,0,0,0
0,2,38,02,01,2012,0,2,10,8,2,4,14,0,11,6,2,4,0,0
2,38,2,02,01,2012,2,0,8,10,4,2,0,14,6,11,4,2,0,0
0,5,36,02,01,2012,1,2,14,8,7,3,8,3,8,7,2,1,0,0
2,36,5,02,01,2012,2,1,8,14,3,7,3,8,7,8,1,2,0,0
2,17,1,02,01,2012,2,1,21,17,8,10,4,3,6,12,0,1,0,1
0,1,17,02,01,2012,1,2,17,21,10,8,3,4,12,6,1,0,1,0
0,31,27,02,01,2012,1,2,9,13,6,6,2,5,12,12,2,1,1,0
2,27,31,02,01,2012,2,1,13,9,6,6,5,2,12,12,1,2,0,1
0,45,12,02,01,2012,1,2,9,15,5,10,0,5,9,10,3,2,0,0
2,12,45,02,01,2012,2,1,15,9,10,5,5,0,10,9,2,3,0,0
2,23,22,03,01,2012,3,0,10,18,8,10,5,6,13,7,1,2,1,0
0,22,23,03,01,2012,0,3,18,10,10,8,6,5,7,13,2,1,0,1
2,39,41,03,01,2012,1,0,20,8,14,2,14,7,3,14,0,5,0,0
0,41,39,03,01,2012,0,1,8,20,2,14,7,14,14,3,5,0,0,0
0,43,37,03,01,2012,1,4,20,10,10,9,9,6,9,6,1,0,0,0
2,37,43,03,01,2012,4,1,10,20,9,10,6,9,6,9,0,1,0,0
0,16,7,04,01,2012,1,2,10,12,4,7,5,10,7,11,1,3,0,0
2,7,16,04,01,2012,2,1,12,10,7,4,10,5,11,7,3,1,0,0
2,26,24,04,01,2012,3,0,10,6,6,6,4,4,16,15,1,2,0,0
0,24,26,04,01,2012,0,3,6,10,6,6,4,4,15,16,2,1,0,0
2,39,16,11,01,2012,2,0,14,11,7,4,6,4,5,15,1,3,0,0
0,16,39,11,01,2012,0,2,11,14,4,7,4,6,15,5,3,1,0,0
1,2,16,14,01,2012,1,1,17,7,11,4,9,3,12,11,1,1,0,0
1,16,2,14,01,2012,1,1,7,17,4,11,3,9,11,12,1,1,0,0
2,5,17,14,01,2012,3,1,15,17,11,7,0,9,14,11,1,1,1,0
0,17,5,14,01,2012,1,3,17,15,7,11,9,0,11,14,1,1,0,1
2,12,37,14,01,2012,1,0,21,9,10,4,8,2,9,9,3,1,0,0
0,37,12,14,01,2012,0,1,9,21,4,10,2,8,9,9,1,3,0,0
1,22,36,14,01,2012,0,0,13,3,5,1,11,1,6,11,0,3,0,0
1,36,22,14,01,2012,0,0,3,13,1,5,1,11,11,6,3,0,0,0
2,24,7,14,01,2012,3,0,19,11,9,5,11,3,7,7,0,1,0,0
0,7,24,14,01,2012,0,3,11,19,5,9,3,11,7,7,1,0,0,0
1,39,45,14,01,2012,1,1,22,5,10,3,8,1,6,12,1,3,0,0
1,45,39,14,01,2012,1,1,5,22,3,10,1,8,12,6,3,1,0,0
0,41,27,14,01,2012,1,2,16,7,8,4,10,5,6,14,0,1,0,0
2,27,41,14,01,2012,2,1,7,16,4,8,5,10,14,6,1,0,0,0
2,26,31,15,01,2012,1,0,9,15,4,9,3,2,5,9,0,4,0,0
0,31,26,15,01,2012,0,1,15,9,9,4,2,3,9,5,4,0,0,0
2,38,1,15,01,2012,3,2,9,14,5,9,9,2,9,9,0,0,0,0
0,1,38,15,01,2012,2,3,14,9,9,5,2,9,9,9,0,0,0,0
0,43,23,16,01,2012,0,1,7,12,4,8,4,5,16,15,3,3,0,0
2,23,43,16,01,2012,1,0,12,7,8,4,5,4,15,16,3,3,0,0
2,7,22,21,01,2012,3,1,15,11,8,8,5,5,10,13,0,2,0,0
0,22,7,21,01,2012,1,3,11,15,8,8,5,5,13,10,2,0,0,0
1,16,5,21,01,2012,1,1,15,14,8,8,5,8,15,13,2,2,0,0
1,5,16,21,01,2012,1,1,14,15,8,8,8,5,13,15,2,2,0,0
2,17,26,21,01,2012,5,2,10,15,7,9,2,6,8,12,0,4,0,0
0,26,17,21,01,2012,2,5,15,10,9,7,6,2,12,8,4,0,0,0
1,27,12,21,01,2012,0,0,5,19,3,9,1,11,5,4,0,0,0,0
1,12,27,21,01,2012,0,0,19,5,9,3,11,1,4,5,0,0,0,0
2,31,43,21,01,2012,3,1,16,9,8,4,7,1,10,15,2,2,0,0
0,43,31,21,01,2012,1,3,9,16,4,8,1,7,15,10,2,2,0,0
0,36,41,21,01,2012,1,2,10,15,3,6,5,1,10,10,0,0,0,0
2,41,36,21,01,2012,2,1,15,10,6,3,1,5,10,10,0,0,0,0
2,37,38,21,01,2012,2,0,7,11,2,4,2,4,9,6,0,0,0,0
0,38,37,21,01,2012,0,2,11,7,4,2,4,2,6,9,0,0,0,0
0,45,2,21,01,2012,2,3,13,11,9,5,12,3,11,8,1,0,1,0
2,2,45,21,01,2012,3,2,11,13,5,9,3,12,8,11,0,1,0,1
0,1,24,22,01,2012,1,2,12,9,6,5,0,5,15,6,5,2,0,0
2,24,1,22,01,2012,2,1,9,12,5,6,5,0,6,15,2,5,0,0
2,23,39,22,01,2012,3,2,13,12,7,7,9,4,7,10,2,1,0,0
0,39,23,22,01,2012,2,3,12,13,7,7,4,9,10,7,1,2,0,0
2,16,23,31,01,2012,1,0,9,17,4,11,3,9,12,9,1,2,0,0
0,23,16,31,01,2012,0,1,17,9,11,4,9,3,9,12,2,1,0,0
2,24,36,31,01,2012,2,0,11,8,7,3,9,2,9,14,1,3,0,0
0,36,24,31,01,2012,0,2,8,11,3,7,2,9,14,9,3,1,0,0
1,38,12,31,01,2012,1,1,7,20,5,10,1,11,10,19,2,3,0,1
1,12,38,31,01,2012,1,1,20,7,10,5,11,1,19,10,3,2,1,0
2,39,43,31,01,2012,3,1,20,10,13,6,5,0,7,7,0,1,0,0
0,43,39,31,01,2012,1,3,10,20,6,13,0,5,7,7,1,0,0,0
0,45,22,31,01,2012,0,3,5,23,1,14,5,4,6,8,1,3,0,0
2,22,45,31,01,2012,3,0,23,5,14,1,4,5,8,6,3,1,0,0
1,2,31,01,02,2012,2,2,23,3,15,3,9,3,3,12,0,1,0,0
1,31,2,01,02,2012,2,2,3,23,3,15,3,9,12,3,1,0,0,0
0,5,26,01,02,2012,0,2,23,9,12,5,14,2,9,17,1,2,0,0
2,26,5,01,02,2012,2,0,9,23,5,12,2,14,17,9,2,1,0,0
1,7,1,01,02,2012,0,0,14,16,8,7,6,6,8,10,1,1,0,0
1,1,7,01,02,2012,0,0,16,14,7,8,6,6,10,8,1,1,0,0
1,17,41,01,02,2012,1,1,13,15,6,11,8,7,6,7,1,0,0,0
1,41,17,01,02,2012,1,1,15,13,11,6,7,8,7,6,0,1,0,0
2,37,27,01,02,2012,3,0,10,12,6,4,3,6,6,14,1,1,0,0
0,27,37,01,02,2012,0,3,12,10,4,6,6,3,14,6,1,1,0,0
2,1,5,04,02,2012,7,1,20,3,11,3,11,1,9,14,2,3,0,1
0,5,1,04,02,2012,1,7,3,20,3,11,1,11,14,9,3,2,1,0
2,23,17,04,02,2012,3,0,16,11,10,8,4,6,8,7,1,3,0,0
0,17,23,04,02,2012,0,3,11,16,8,10,6,4,7,8,3,1,0,0
2,27,7,04,02,2012,2,0,22,10,9,6,4,7,6,6,0,0,0,0
0,7,27,04,02,2012,0,2,10,22,6,9,7,4,6,6,0,0,0,0
0,31,45,04,02,2012,1,2,13,14,8,6,7,3,7,14,0,3,1,0
2,45,31,04,02,2012,2,1,14,13,6,8,3,7,14,7,3,0,0,1
0,36,37,04,02,2012,0,1,9,4,6,2,5,5,12,6,0,1,1,0
2,37,36,04,02,2012,1,0,4,9,2,6,5,5,6,12,1,0,0,1
0,41,38,04,02,2012,1,2,18,15,11,8,8,7,11,6,2,1,0,0
2,38,41,04,02,2012,2,1,15,18,8,11,7,8,6,11,1,2,0,0
1,43,16,04,02,2012,1,1,2,8,1,4,4,3,12,8,2,0,0,0
1,16,43,04,02,2012,1,1,8,2,4,1,3,4,8,12,0,2,0,0
1,12,24,05,02,2012,3,3,19,14,10,10,6,6,14,13,2,1,0,0
1,24,12,05,02,2012,3,3,14,19,10,10,6,6,13,14,1,2,0,0
2,26,2,05,02,2012,2,1,16,13,8,8,4,4,6,11,1,2,0,0
0,2,26,05,02,2012,1,2,13,16,8,8,4,4,11,6,2,1,0,0
1,22,39,06,02,2012,0,0,15,9,10,6,7,4,6,11,2,2,0,0
1,39,22,06,02,2012,0,0,9,15,6,10,4,7,11,6,2,2,0,0
2,5,31,11,02,2012,3,2,7,25,5,13,5,6,11,10,1,1,0,0
0,31,5,11,02,2012,2,3,25,7,13,5,6,5,10,11,1,1,0,0
0,7,43,11,02,2012,1,2,13,10,8,6,7,7,19,10,3,2,0,0
2,43,7,11,02,2012,2,1,10,13,6,8,7,7,10,19,2,3,0,0
2,16,12,11,02,2012,2,0,10,8,7,7,2,4,13,12,0,3,0,0
0,12,16,11,02,2012,0,2,8,10,7,7,4,2,12,13,3,0,0,0
2,17,36,11,02,2012,2,1,11,12,4,4,5,4,12,6,1,2,0,0
0,36,17,11,02,2012,1,2,12,11,4,4,4,5,6,12,2,1,0,0
2,24,22,11,02,2012,2,1,11,9,6,6,4,3,10,11,1,1,0,0
0,22,24,11,02,2012,1,2,9,11,6,6,3,4,11,10,1,1,0,0
0,37,1,11,02,2012,1,2,8,10,5,8,7,3,7,7,2,1,0,0
2,1,37,11,02,2012,2,1,10,8,8,5,3,7,7,7,1,2,0,0
0,38,27,11,02,2012,2,3,16,18,9,11,6,8,6,12,0,2,0,0
2,27,38,11,02,2012,3,2,18,16,11,9,8,6,12,6,2,0,0,0
2,39,26,11,02,2012,5,0,18,7,9,3,4,3,7,9,2,1,0,0
0,26,39,11,02,2012,0,5,7,18,3,9,3,4,9,7,1,2,0,0
0,2,23,12,02,2012,0,1,9,17,5,10,5,8,15,5,3,0,0,0
2,23,2,12,02,2012,1,0,17,9,10,5,8,5,5,15,0,3,0,0
0,45,41,12,02,2012,1,5,10,26,8,16,12,8,6,11,1,0,0,0
2,41,45,12,02,2012,5,1,26,10,16,8,8,12,11,6,0,1,0,0
2,12,7,25,02,2012,3,0,25,8,16,1,14,7,7,13,0,1,0,0
0,7,12,25,02,2012,0,3,8,25,1,16,7,14,13,7,1,0,0,0
2,23,5,25,02,2012,3,0,20,2,13,2,10,3,6,10,0,2,0,0
0,5,23,25,02,2012,0,3,2,20,2,13,3,10,10,6,2,0,0,0
1,26,45,25,02,2012,2,2,13,7,8,6,3,3,8,8,1,1,0,0
1,45,26,25,02,2012,2,2,7,13,6,8,3,3,8,8,1,1,0,0
0,31,17,25,02,2012,0,1,17,7,8,3,6,5,17,12,1,4,1,0
2,17,31,25,02,2012,1,0,7,17,3,8,5,6,12,17,4,1,0,1
2,41,37,25,02,2012,4,0,18,10,13,4,7,0,6,8,1,1,0,0
0,37,41,25,02,2012,0,4,10,18,4,13,0,7,8,6,1,1,0,0
1,43,2,25,02,2012,0,0,14,10,6,3,14,7,8,8,0,4,0,0
1,2,43,25,02,2012,0,0,10,14,3,6,7,14,8,8,4,0,0,0
2,1,39,26,02,2012,5,2,21,8,13,4,7,5,15,12,3,3,0,1
0,39,1,26,02,2012,2,5,8,21,4,13,5,7,12,15,3,3,1,0
0,27,24,26,02,2012,1,2,16,11,7,9,4,4,9,10,1,2,0,0
2,24,27,26,02,2012,2,1,11,16,9,7,4,4,10,9,2,1,0,0
2,36,38,26,02,2012,2,0,9,11,6,6,8,4,13,7,1,0,0,0
0,38,36,26,02,2012,0,2,11,9,6,6,4,8,7,13,0,1,0,0
1,5,2,03,03,2012,1,1,15,17,9,12,4,8,9,5,1,0,0,0
1,2,5,03,03,2012,1,1,17,15,12,9,8,4,5,9,0,1,0,0
0,22,1,03,03,2012,1,2,12,10,4,7,12,0,11,9,0,1,0,0
2,1,22,03,03,2012,2,1,10,12,7,4,0,12,9,11,1,0,0,0
2,23,7,03,03,2012,2,0,23,8,10,5,7,4,13,8,0,0,0,0
0,7,23,03,03,2012,0,2,8,23,5,10,4,7,8,13,0,0,0,0
1,31,16,03,03,2012,1,1,22,8,10,5,7,7,16,15,1,2,0,0
1,16,31,03,03,2012,1,1,8,22,5,10,7,7,15,16,2,1,0,0
2,36,27,03,03,2012,1,0,11,7,7,5,8,2,10,16,0,2,0,0
0,27,36,03,03,2012,0,1,7,11,5,7,2,8,16,10,2,0,0,0
2,41,12,03,03,2012,1,0,19,13,11,6,14,5,9,10,3,1,0,0
0,12,41,03,03,2012,0,1,13,19,6,11,5,14,10,9,1,3,0,0
0,43,38,03,03,2012,0,2,14,12,8,8,8,4,15,7,2,2,0,1
2,38,43,03,03,2012,2,0,12,14,8,8,4,8,7,15,2,2,1,0
2,17,45,04,03,2012,5,0,25,8,19,3,7,7,7,9,1,2,0,0
0,45,17,04,03,2012,0,5,8,25,3,19,7,7,9,7,2,1,0,0
1,26,37,04,03,2012,1,1,24,7,12,6,19,4,14,14,5,3,0,1
1,37,26,04,03,2012,1,1,7,24,6,12,4,19,14,14,3,5,1,0
0,39,24,04,03,2012,1,3,18,6,9,5,7,3,8,10,1,2,0,0
2,24,39,04,03,2012,3,1,6,18,5,9,3,7,10,8,2,1,0,0
2,2,17,10,03,2012,1,0,19,5,8,1,10,4,9,11,2,0,0,0
0,17,2,10,03,2012,0,1,5,19,1,8,4,10,11,9,0,2,0,0
2,7,31,10,03,2012,2,1,11,17,7,11,10,6,13,13,2,2,0,0
0,31,7,10,03,2012,1,2,17,11,11,7,6,10,13,13,2,2,0,0
2,12,36,10,03,2012,1,0,21,8,11,3,14,1,12,15,1,2,0,1
0,36,12,10,03,2012,0,1,8,21,3,11,1,14,15,12,2,1,1,0
2,16,39,10,03,2012,1,0,9,21,5,9,0,8,13,11,2,2,0,0
0,39,16,10,03,2012,0,1,21,9,9,5,8,0,11,13,2,2,0,0
2,37,22,10,03,2012,1,0,6,9,1,5,3,2,13,15,1,1,0,0
0,22,37,10,03,2012,0,1,9,6,5,1,2,3,15,13,1,1,0,0
0,45,5,10,03,2012,0,2,14,12,7,8,3,4,10,10,1,2,0,0
2,5,45,10,03,2012,2,0,12,14,8,7,4,3,10,10,2,1,0,0
2,24,41,11,03,2012,2,0,20,6,9,3,8,5,5,13,0,1,0,1
0,41,24,11,03,2012,0,2,6,20,3,9,5,8,13,5,1,0,1,0
1,27,43,11,03,2012,1,1,13,18,6,9,3,5,12,7,4,4,0,0
1,43,27,11,03,2012,1,1,18,13,9,6,5,3,7,12,4,4,0,0
2,38,23,11,03,2012,1,0,8,18,5,13,7,9,9,14,0,2,0,0
0,23,38,11,03,2012,0,1,18,8,13,5,9,7,14,9,2,0,0,0
2,1,26,12,03,2012,2,1,21,5,13,3,6,3,11,12,2,3,0,0
0,26,1,12,03,2012,1,2,5,21,3,13,3,6,12,11,3,2,0,0
2,22,16,13,03,2012,3,0,15,5,10,3,4,4,6,7,1,4,0,0
0,16,22,13,03,2012,0,3,5,15,3,10,4,4,7,6,4,1,0,0
0,17,38,17,03,2012,0,3,14,10,7,7,6,2,8,7,0,0,0,0
2,38,17,17,03,2012,3,0,10,14,7,7,2,6,7,8,0,0,0,0
1,43,41,17,03,2012,1,1,20,8,6,2,13,5,8,10,2,4,0,0
1,41,43,17,03,2012,1,1,8,20,2,6,5,13,10,8,4,2,0,0
2,26,27,18,03,2012,1,0,15,12,10,5,4,5,8,15,0,3,0,0
0,27,26,18,03,2012,0,1,12,15,5,10,5,4,15,8,3,0,0,0
0,45,24,18,03,2012,0,5,7,22,3,18,4,7,6,11,1,1,1,0
2,24,45,18,03,2012,5,0,22,7,18,3,7,4,11,6,1,1,0,1
2,5,37,20,03,2012,2,0,16,2,9,0,7,8,13,10,0,1,0,0
0,37,5,20,03,2012,0,2,2,16,0,9,8,7,10,13,1,0,0,0
0,16,1,21,03,2012,0,1,7,12,2,8,4,6,11,11,2,1,0,0
2,1,16,21,03,2012,1,0,12,7,8,2,6,4,11,11,1,2,0,0
2,23,12,21,03,2012,2,1,20,6,10,5,11,4,8,7,1,2,0,0
0,12,23,21,03,2012,1,2,6,20,5,10,4,11,7,8,2,1,0,0
2,31,22,21,03,2012,3,2,10,18,5,11,7,17,8,6,0,0,0,0
0,22,31,21,03,2012,2,3,18,10,11,5,17,7,6,8,0,0,0,0
1,39,36,21,03,2012,1,1,24,8,18,2,13,1,10,10,1,1,0,0
1,36,39,21,03,2012,1,1,8,24,2,18,1,13,10,10,1,1,0,0
2,1,2,24,03,2012,3,0,20,3,12,2,15,5,6,13,0,5,0,0
0,2,1,24,03,2012,0,3,3,20,2,12,5,15,13,6,5,0,0,0
2,7,5,24,03,2012,2,1,12,10,6,4,11,4,8,3,0,2,0,0
0,5,7,24,03,2012,1,2,10,12,4,6,4,11,3,8,2,0,0,0
1,12,39,24,03,2012,0,0,10,19,5,7,6,5,9,11,1,2,0,0
1,39,12,24,03,2012,0,0,19,10,7,5,5,6,11,9,2,1,0,0
0,22,43,24,03,2012,1,2,12,6,9,5,6,0,14,10,1,2,0,0
2,43,22,24,03,2012,2,1,6,12,5,9,0,6,10,14,2,1,0,0
2,27,45,24,03,2012,2,1,15,10,11,6,5,5,13,7,2,2,1,0
0,45,27,24,03,2012,1,2,10,15,6,11,5,5,7,13,2,2,0,1
1,36,23,24,03,2012,1,1,10,16,3,11,5,7,15,12,1,2,0,0
1,23,36,24,03,2012,1,1,16,10,11,3,7,5,12,15,2,1,0,0
2,37,31,24,03,2012,3,1,15,10,8,6,5,2,11,9,2,3,0,1
0,31,37,24,03,2012,1,3,10,15,6,8,2,5,9,11,3,2,1,0
0,38,16,24,03,2012,0,2,10,15,3,8,3,3,10,10,1,2,0,0
